,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,index,archive_index_number,timestamp,non_event_flag,over_freq_flag,over_freq_index,under_freq_flag,under_freq_index,ambig_flag,severity_desc,file_name,ABC_values,Event Check
385,385,385,385,385,385,385,385.0,385,385.0,385,385,385,385,385,385,9977,2019-08-20 1:30:04,False,True,4733.0,True,2931.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-01-32_6733.csv,"[nan, nan, nan]",
386,386,386,386,386,386,386,386.0,386,386.0,386,386,386,386,386,386,10076,2019-08-20 5:54:04,False,True,698.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-05-56_6832.csv,"[nan, nan, nan]",
387,387,387,387,387,387,387,387.0,387,387.0,387,387,387,387,387,387,10111,2019-08-20 7:27:24,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-07-30_6867.csv,"[nan, nan, nan]",
388,388,388,388,388,388,388,388.0,388,388.0,388,388,388,388,388,388,10125,2019-08-20 8:04:44,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-08-07_6881.csv,"[nan, nan, nan]",
389,389,389,389,389,389,389,389.0,389,389.0,389,389,389,389,389,389,10170,2019-08-20 10:04:44,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-10-07_6926.csv,"[nan, nan, nan]",
390,390,390,390,390,390,390,390.0,390,390.0,390,390,390,390,390,390,10190,2019-08-20 10:58:04,False,True,5014.0,True,478.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-11-00_6946.csv,"[nan, nan, nan]",
391,391,391,391,391,391,391,391.0,391,391.0,391,391,391,391,391,391,10214,2019-08-20 12:02:04,False,False,,True,1917.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-12-04_6970.csv,"[nan, nan, nan]",
392,392,392,392,392,392,392,392.0,392,392.0,392,392,392,392,392,392,10230,2019-08-20 12:44:44,False,False,,True,3172.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-12-47_6986.csv,"[nan, nan, nan]",
393,393,393,393,393,393,393,393.0,393,393.0,393,393,393,393,393,393,10234,2019-08-20 12:55:24,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-12-58_6990.csv,"[nan, nan, nan]",
394,394,394,394,394,394,394,394.0,394,394.0,394,394,394,394,394,394,10235,2019-08-20 12:58:04,False,False,,True,9424.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-13-00_6991.csv,"[nan, nan, nan]",
395,395,395,395,395,395,395,395.0,395,395.0,395,395,395,395,395,395,10257,2019-08-20 13:56:44,False,True,9068.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-13-59_7013.csv,"[nan, nan, nan]",
396,396,396,396,396,396,396,396.0,396,396.0,396,396,396,396,396,396,10319,2019-08-20 16:42:04,False,False,,True,9643.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-16-44_7075.csv,"[nan, nan, nan]",
397,397,397,397,397,397,397,397.0,397,397.0,397,397,397,397,397,397,10321,2019-08-20 16:47:24,False,False,,True,3208.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-16-50_7077.csv,"[nan, nan, nan]",
398,398,398,398,398,398,398,398.0,398,398.0,398,398,398,398,398,398,10346,2019-08-20 17:54:04,False,True,5684.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-17-56_7102.csv,"[nan, nan, nan]",
399,399,399,399,399,399,399,399.0,399,399.0,399,399,399,399,399,399,10369,2019-08-20 18:55:24,False,True,5388.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-18-58_7125.csv,"[nan, nan, nan]",
400,400,400,400,400,400,400,400.0,400,400.0,400,400,400,400,400,400,10451,2019-08-20 22:34:04,False,True,505.0,True,9017.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-22-36_7207.csv,"[nan, nan, nan]",
401,401,401,401,401,401,401,401.0,401,401.0,401,401,401,401,401,401,10454,2019-08-20 22:42:04,False,True,9187.0,True,9184.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-22-44_7210.csv,"[nan, nan, nan]",
402,402,402,402,402,402,402,402.0,402,402.0,402,402,402,402,402,402,10468,2019-08-20 23:19:24,False,True,3436.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-20-23-22_7224.csv,"[nan, nan, nan]",
403,403,403,403,403,403,403,403.0,403,403.0,403,403,403,403,403,403,10501,2019-08-21 0:47:24,False,True,5.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-00-50_7257.csv,"[nan, nan, nan]",
404,404,404,404,404,404,404,404.0,404,404.0,404,404,404,404,404,404,10518,2019-08-21 1:32:44,False,True,84.0,True,8872.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-01-35_7274.csv,"[nan, nan, nan]",
405,405,405,405,405,405,405,405.0,405,405.0,405,405,405,405,405,405,10542,2019-08-21 2:36:44,False,True,168.0,True,5881.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-02-39_7298.csv,"[nan, nan, nan]",
406,406,406,406,406,406,406,406.0,406,406.0,406,406,406,406,406,406,10553,2019-08-21 3:06:04,False,False,,True,3798.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-03-08_7309.csv,"[nan, nan, nan]",
407,407,407,407,407,407,407,407.0,407,407.0,407,407,407,407,407,407,10595,2019-08-21 4:58:04,False,True,3911.0,True,3760.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-05-00_7351.csv,"[nan, nan, nan]",
408,408,408,408,408,408,408,408.0,408,408.0,408,408,408,408,408,408,10597,2019-08-21 5:05:17,False,False,,True,1.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-05-07_1.csv,"[nan, nan, nan]",
409,409,409,409,409,409,409,409.0,409,409.0,409,409,409,409,409,409,10598,2019-08-21 5:07:57,False,True,647.0,True,0.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-05-10_2.csv,"[nan, nan, nan]",
410,410,410,410,410,410,410,410.0,410,410.0,410,410,410,410,410,410,10599,2019-08-21 5:16:27,False,True,286.0,True,1.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-05-19_1.csv,"[nan, nan, nan]",
411,411,411,411,411,411,411,411.0,411,411.0,411,411,411,411,411,411,10601,2019-08-21 5:21:47,False,True,486.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-05-24_3.csv,"[nan, nan, nan]",
412,412,412,412,412,412,412,412.0,412,412.0,412,412,412,412,412,412,10602,2019-08-21 5:24:27,False,True,640.0,True,2171.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-05-27_4.csv,"[nan, nan, nan]",
413,413,413,413,413,413,413,413.0,413,413.0,413,413,413,413,413,413,10603,2019-08-21 5:27:07,False,True,202.0,True,3694.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-05-29_5.csv,"[nan, nan, nan]",
414,414,414,414,414,414,414,414.0,414,414.0,414,414,414,414,414,414,10604,2019-08-21 5:29:47,False,True,74.0,True,4257.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-05-32_6.csv,"[nan, nan, nan]",
415,415,415,415,415,415,415,415.0,415,415.0,415,415,415,415,415,415,10605,2019-08-21 5:32:27,False,True,43.0,True,4039.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-05-35_7.csv,"[nan, nan, nan]",
416,416,416,416,416,416,416,416.0,416,416.0,416,416,416,416,416,416,10606,2019-08-21 5:35:07,False,True,48.0,True,45.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-05-37_8.csv,"[nan, nan, nan]",
417,417,417,417,417,417,417,417.0,417,417.0,417,417,417,417,417,417,10607,2019-08-21 5:40:46,False,False,,True,1.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-05-43_1.csv,"[nan, nan, nan]",
418,418,418,418,418,418,418,418.0,418,418.0,418,418,418,418,418,418,10614,2019-08-21 5:59:26,False,False,,True,606.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-06-02_8.csv,"[nan, nan, nan]",
419,419,419,419,419,419,419,419.0,419,419.0,419,419,419,419,419,419,10636,2019-08-21 6:58:06,False,True,0.0,True,6010.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-07-00_30.csv,"[nan, nan, nan]",
420,420,420,420,420,420,420,420.0,420,420.0,420,420,420,420,420,420,10637,2019-08-21 7:00:46,False,False,,True,3828.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-07-03_31.csv,"[nan, nan, nan]",
421,421,421,421,421,421,421,421.0,421,421.0,421,421,421,421,421,421,10656,2019-08-21 7:51:26,False,False,,True,336.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-07-54_50.csv,"[nan, nan, nan]",
422,422,422,422,422,422,422,422.0,422,422.0,422,422,422,422,422,422,10690,2019-08-21 9:22:06,False,True,2230.0,True,203.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-09-24_84.csv,"[nan, nan, nan]",
423,423,423,423,423,423,423,423.0,423,423.0,423,423,423,423,423,423,10742,2019-08-21 11:40:46,False,False,,True,6633.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-11-43_136.csv,"[nan, nan, nan]",
424,424,424,424,424,424,424,424.0,424,424.0,424,424,424,424,424,424,10764,2019-08-21 12:39:26,False,False,,True,1680.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-12-42_158.csv,"[nan, nan, nan]",
425,425,425,425,425,425,425,425.0,425,425.0,425,425,425,425,425,425,10791,2019-08-21 13:51:26,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-13-54_185.csv,"[nan, nan, nan]",
426,426,426,426,426,426,426,426.0,426,426.0,426,426,426,426,426,426,10799,2019-08-21 14:12:46,False,True,2465.0,True,2824.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-14-15_193.csv,"[nan, nan, nan]",
427,427,427,427,427,427,427,427.0,427,427.0,427,427,427,427,427,427,10800,2019-08-21 14:15:26,False,True,6455.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-14-18_194.csv,"[nan, nan, nan]",
428,428,428,428,428,428,428,428.0,428,428.0,428,428,428,428,428,428,10810,2019-08-21 14:42:06,False,False,,True,3.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-14-44_204.csv,"[nan, nan, nan]",
429,429,429,429,429,429,429,429.0,429,429.0,429,429,429,429,429,429,10862,2019-08-21 17:00:46,False,False,,True,7272.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-17-03_256.csv,"[nan, nan, nan]",
430,430,430,430,430,430,430,430.0,430,430.0,430,430,430,430,430,430,10881,2019-08-21 17:51:26,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-17-54_275.csv,"[nan, nan, nan]",
431,431,431,431,431,431,431,431.0,431,431.0,431,431,431,431,431,431,10938,2019-08-21 20:23:26,False,True,0.0,True,4121.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-20-26_332.csv,"[nan, nan, nan]",
432,432,432,432,432,432,432,432.0,432,432.0,432,432,432,432,432,432,10939,2019-08-21 20:26:06,False,True,1093.0,True,1092.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-20-28_333.csv,"[nan, nan, nan]",
433,433,433,433,433,433,433,433.0,433,433.0,433,433,433,433,433,433,10947,2019-08-21 20:47:26,False,True,3403.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-20-50_341.csv,"[nan, nan, nan]",
434,434,434,434,434,434,434,434.0,434,434.0,434,434,434,434,434,434,10948,2019-08-21 20:50:06,False,True,174.0,True,169.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-20-52_342.csv,"[nan, nan, nan]",
435,435,435,435,435,435,435,435.0,435,435.0,435,435,435,435,435,435,10951,2019-08-21 20:58:06,False,True,25.0,True,4470.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-21-00_345.csv,"[nan, nan, nan]",
436,436,436,436,436,436,436,436.0,436,436.0,436,436,436,436,436,436,10960,2019-08-21 21:22:06,False,True,9123.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-21-24_354.csv,"[nan, nan, nan]",
437,437,437,437,437,437,437,437.0,437,437.0,437,437,437,437,437,437,10966,2019-08-21 21:38:06,False,True,62.0,True,130.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-21-40_360.csv,"[nan, nan, nan]",
438,438,438,438,438,438,438,438.0,438,438.0,438,438,438,438,438,438,10971,2019-08-21 21:51:26,False,True,635.0,True,631.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-21-54_365.csv,"[nan, nan, nan]",
439,439,439,439,439,439,439,439.0,439,439.0,439,439,439,439,439,439,10980,2019-08-21 22:15:26,False,False,,True,1155.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-22-18_374.csv,"[nan, nan, nan]",
440,440,440,440,440,440,440,440.0,440,440.0,440,440,440,440,440,440,10993,2019-08-21 22:50:06,False,False,,True,2718.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-22-52_387.csv,"[nan, nan, nan]",
441,441,441,441,441,441,441,441.0,441,441.0,441,441,441,441,441,441,10998,2019-08-21 23:03:26,False,False,,True,750.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-23-06_392.csv,"[nan, nan, nan]",
442,442,442,442,442,442,442,442.0,442,442.0,442,442,442,442,442,442,11003,2019-08-21 23:16:46,False,True,332.0,True,181.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-23-19_397.csv,"[nan, nan, nan]",
443,443,443,443,443,443,443,443.0,443,443.0,443,443,443,443,443,443,11005,2019-08-21 23:23:42,False,True,862.0,True,1.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-23-26_1.csv,"[nan, nan, nan]",
444,444,444,444,444,444,444,444.0,444,444.0,444,444,444,444,444,444,11015,2019-08-21 23:50:22,False,True,12.0,True,7880.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-23-53_11.csv,"[nan, nan, nan]",
445,445,445,445,445,445,445,445.0,445,445.0,445,445,445,445,445,445,11016,2019-08-21 23:53:02,False,True,209.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-23-55_12.csv,"[nan, nan, nan]",
446,446,446,446,446,446,446,446.0,446,446.0,446,446,446,446,446,446,11017,2019-08-21 23:55:42,False,True,290.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-21-23-58_13.csv,"[nan, nan, nan]",
447,447,447,447,447,447,447,447.0,447,447.0,447,447,447,447,447,447,11018,2019-08-21 23:58:22,False,True,1.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-00-01_14.csv,"[nan, nan, nan]",
448,448,448,448,448,448,448,448.0,448,448.0,448,448,448,448,448,448,11019,2019-08-22 0:01:02,False,True,75.0,True,8129.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-00-03_15.csv,"[nan, nan, nan]",
449,449,449,449,449,449,449,449.0,449,449.0,449,449,449,449,449,449,11028,2019-08-22 0:29:56,False,True,57.0,True,1.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-00-32_1.csv,"[nan, nan, nan]",
450,450,450,450,450,450,450,450.0,450,450.0,450,450,450,450,450,450,11029,2019-08-22 0:32:36,False,True,0.0,True,1993.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-00-35_2.csv,"[nan, nan, nan]",
451,451,451,451,451,451,451,451.0,451,451.0,451,451,451,451,451,451,11030,2019-08-22 0:35:16,False,True,0.0,True,2118.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-00-37_3.csv,"[nan, nan, nan]",
452,452,452,452,452,452,452,452.0,452,452.0,452,452,452,452,452,452,11031,2019-08-22 0:37:56,False,True,333.0,True,1138.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-00-40_4.csv,"[nan, nan, nan]",
453,453,453,453,453,453,453,453.0,453,453.0,453,453,453,453,453,453,11046,2019-08-22 1:20:23,False,True,153.0,True,1.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-01-23_1.csv,"[nan, nan, nan]",
454,454,454,454,454,454,454,454.0,454,454.0,454,454,454,454,454,454,11047,2019-08-22 1:23:03,False,True,4135.0,True,409.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-01-25_2.csv,"[nan, nan, nan]",
455,455,455,455,455,455,455,455.0,455,455.0,455,455,455,455,455,455,11048,2019-08-22 1:25:43,False,True,197.0,True,5254.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-01-28_3.csv,"[nan, nan, nan]",
456,456,456,456,456,456,456,456.0,456,456.0,456,456,456,456,456,456,11051,2019-08-22 1:39:29,False,True,33.0,True,1.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-01-42_1.csv,"[nan, nan, nan]",
457,457,457,457,457,457,457,457.0,457,457.0,457,457,457,457,457,457,11052,2019-08-22 1:42:09,False,True,116.0,True,1365.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-01-44_2.csv,"[nan, nan, nan]",
458,458,458,458,458,458,458,458.0,458,458.0,458,458,458,458,458,458,11053,2019-08-22 1:44:49,False,True,0.0,True,4136.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-01-47_3.csv,"[nan, nan, nan]",
459,459,459,459,459,459,459,459.0,459,459.0,459,459,459,459,459,459,11054,2019-08-22 1:47:29,False,True,33.0,True,6912.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-01-50_4.csv,"[nan, nan, nan]",
460,460,460,460,460,460,460,460.0,460,460.0,460,460,460,460,460,460,11055,2019-08-22 1:50:09,False,True,44.0,True,8609.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-01-52_5.csv,"[nan, nan, nan]",
461,461,461,461,461,461,461,461.0,461,461.0,461,461,461,461,461,461,11056,2019-08-22 1:52:49,False,True,92.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-01-55_6.csv,"[nan, nan, nan]",
462,462,462,462,462,462,462,462.0,462,462.0,462,462,462,462,462,462,11057,2019-08-22 1:55:29,False,True,30.0,True,2855.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-01-58_7.csv,"[nan, nan, nan]",
463,463,463,463,463,463,463,463.0,463,463.0,463,463,463,463,463,463,11058,2019-08-22 1:58:09,False,True,46.0,True,2720.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-02-00_8.csv,"[nan, nan, nan]",
464,464,464,464,464,464,464,464.0,464,464.0,464,464,464,464,464,464,11059,2019-08-22 2:00:49,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-02-03_9.csv,"[nan, nan, nan]",
465,465,465,465,465,465,465,465.0,465,465.0,465,465,465,465,465,465,11060,2019-08-22 2:03:29,False,True,79.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-02-06_10.csv,"[nan, nan, nan]",
466,466,466,466,466,466,466,466.0,466,466.0,466,466,466,466,466,466,11061,2019-08-22 2:06:09,False,True,3.0,True,3153.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-02-08_11.csv,"[nan, nan, nan]",
467,467,467,467,467,467,467,467.0,467,467.0,467,467,467,467,467,467,11062,2019-08-22 2:08:49,False,True,0.0,True,6085.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-02-11_12.csv,"[nan, nan, nan]",
468,468,468,468,468,468,468,468.0,468,468.0,468,468,468,468,468,468,11064,2019-08-22 2:14:09,False,False,,True,1.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-02-16_14.csv,"[nan, nan, nan]",
469,469,469,469,469,469,469,469.0,469,469.0,469,469,469,469,469,469,11079,2019-08-22 2:54:09,False,True,2246.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-02-56_29.csv,"[nan, nan, nan]",
470,470,470,470,470,470,470,470.0,470,470.0,470,470,470,470,470,470,11143,2019-08-22 5:44:49,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-05-47_93.csv,"[nan, nan, nan]",
471,471,471,471,471,471,471,471.0,471,471.0,471,471,471,471,471,471,11146,2019-08-22 5:52:49,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-05-55_96.csv,"[nan, nan, nan]",
472,472,472,472,472,472,472,472.0,472,472.0,472,472,472,472,472,472,11151,2019-08-22 6:06:09,False,False,,True,28.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-06-08_101.csv,"[nan, nan, nan]",
473,473,473,473,473,473,473,473.0,473,473.0,473,473,473,473,473,473,11160,2019-08-22 6:30:09,False,False,,True,4076.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-06-32_110.csv,"[nan, nan, nan]",
474,474,474,474,474,474,474,474.0,474,474.0,474,474,474,474,474,474,11164,2019-08-22 6:40:49,False,False,,True,1850.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-06-43_114.csv,"[nan, nan, nan]",
475,475,475,475,475,475,475,475.0,475,475.0,475,475,475,475,475,475,11171,2019-08-22 6:59:29,False,False,,True,0.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-07-02_121.csv,"[nan, nan, nan]",
476,476,476,476,476,476,476,476.0,476,476.0,476,476,476,476,476,476,11178,2019-08-22 7:18:09,False,True,2.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-07-20_128.csv,"[nan, nan, nan]",
477,477,477,477,477,477,477,477.0,477,477.0,477,477,477,477,477,477,11185,2019-08-22 7:36:49,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-07-39_135.csv,"[nan, nan, nan]",
478,478,478,478,478,478,478,478.0,478,478.0,478,478,478,478,478,478,11186,2019-08-22 7:39:29,False,False,,True,418.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-07-42_136.csv,"[nan, nan, nan]",
479,479,479,479,479,479,479,479.0,479,479.0,479,479,479,479,479,479,11198,2019-08-22 8:11:29,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-08-14_148.csv,"[nan, nan, nan]",
480,480,480,480,480,480,480,480.0,480,480.0,480,480,480,480,480,480,11238,2019-08-22 9:58:09,False,True,6816.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-10-00_188.csv,"[nan, nan, nan]",
481,481,481,481,481,481,481,481.0,481,481.0,481,481,481,481,481,481,11261,2019-08-22 10:59:29,False,False,,True,440.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-11-02_211.csv,"[nan, nan, nan]",
482,482,482,482,482,482,482,482.0,482,482.0,482,482,482,482,482,482,11262,2019-08-22 11:02:09,False,False,,True,3238.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-11-04_212.csv,"[nan, nan, nan]",
483,483,483,483,483,483,483,483.0,483,483.0,483,483,483,483,483,483,11277,2019-08-22 11:42:09,False,False,,True,31.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-11-44_227.csv,"[nan, nan, nan]",
484,484,484,484,484,484,484,484.0,484,484.0,484,484,484,484,484,484,11289,2019-08-22 12:14:09,False,False,,True,281.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-12-16_239.csv,"[nan, nan, nan]",
485,485,485,485,485,485,485,485.0,485,485.0,485,485,485,485,485,485,11297,2019-08-22 12:35:29,False,True,1952.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-12-38_247.csv,"[nan, nan, nan]",
486,486,486,486,486,486,486,486.0,486,486.0,486,486,486,486,486,486,11489,2019-08-22 21:07:29,False,True,5733.0,True,1218.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-21-10_439.csv,"[nan, nan, nan]",
487,487,487,487,487,487,487,487.0,487,487.0,487,487,487,487,487,487,11552,2019-08-22 23:55:29,False,True,1514.0,True,2657.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-22-23-58_502.csv,"[nan, nan, nan]",
488,488,488,488,488,488,488,488.0,488,488.0,488,488,488,488,488,488,11564,2019-08-23 0:27:29,False,False,,True,349.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-23-00-30_514.csv,"[nan, nan, nan]",
489,489,489,489,489,489,489,489.0,489,489.0,489,489,489,489,489,489,11577,2019-08-23 1:02:09,False,False,,True,2034.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-23-01-04_527.csv,"[nan, nan, nan]",
490,490,490,490,490,490,490,490.0,490,490.0,490,490,490,490,490,490,11591,2019-08-23 1:39:29,False,True,3910.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-23-01-42_541.csv,"[nan, nan, nan]",
491,491,491,491,491,491,491,491.0,491,491.0,491,491,491,491,491,491,11592,2019-08-23 1:42:09,False,True,740.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-23-01-44_542.csv,"[nan, nan, nan]",
492,492,492,492,492,492,492,492.0,492,492.0,492,492,492,492,492,492,11649,2019-08-23 4:14:09,False,False,,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-23-04-16_599.csv,"[nan, nan, nan]",
493,493,493,493,493,493,493,493.0,493,493.0,493,493,493,493,493,493,11730,2019-08-23 7:50:09,False,True,1872.0,True,8081.0,True,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-23-07-52_680.csv,"[nan, nan, nan]",
494,494,494,494,494,494,494,494.0,494,494.0,494,494,494,494,494,494,11765,2019-08-23 9:23:29,False,True,5303.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-23-09-26_715.csv,"[nan, nan, nan]",
495,495,495,495,495,495,495,495.0,495,495.0,495,495,495,495,495,495,11794,2019-08-23 10:40:49,False,False,,True,2219.0,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-23-10-43_744.csv,"[nan, nan, nan]",
496,496,496,496,496,496,496,496.0,496,496.0,496,496,496,496,496,496,11800,2019-08-23 10:56:49,False,True,0.0,False,,False,Major,G:/My Drive/PGE Frequency Response/Archive/2019-08-23-10-59_750.csv,"[nan, nan, nan]",
